sigla_uf;id_municipio;populacao_urbana_2013;populacao_urbana_2035;prestador_servico_esgoto;sigla_prestador;indice_sem_atend;indice_atend_solucao_ind;indice_atend_col_sem_trat;indice_atend_col_trat;vazao_sem_col_sem_trat;vazao_solucao_ind;vazao_col_sem_trat;vazao_col_trat;vazao_total;parcela_carga_sem_col_sem_trat;parcela_carga_solucao_ind;parcela_carga_col_sem_trat;parcela_carga_col_trat;carga_gerada;carga_lancada_sem_col_sem_trat;carga_lancada_solucao_ind;carga_lancada_col_sem_trat;carga_lancada_col_trat;carga_lancada;indice_atend_etes_avaliado_2035;indice_atend_solucao_ind_2035;carga_gerada_2035;carga_afluente_ete_2035;carga_efluente_ete_2035;carga_afluente_solucao_ind_2035;carga_efluente_solucao_ind_2035;populacao_atendida_2035;investimento_col;investimento_trat;investimento_col_trat;necessidade_remocao_dbo;tipologia_solucao;atencao_fosforo;atencao_nitrogenio;;
CE;2306504;9190;10508;Companhia de Água e Esgoto do Ceará;CAGECE;76,9;16,3;6,9;0;9,5;2;0,9;0;12,4;381,4;80,7;34,2;0;496,3;381,4;32,3;34,2;0;447,8;90;10;567,4;510,7;102,1;56,7;22,7;9457;10730957,71;1569917,81;12300875,51;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2306553;16798;28708;Companhia de Água e Esgoto do Ceará;CAGECE;47,5;10,7;0;41,8;68,1;15,4;0;60;143,5;430,5;97,4;0;379,2;907,1;430,5;39;0;195,1;664,6;90;10;1550,2;1395,2;93,5;155;62;25837;22879483,91;7919973,17;30799457,08;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2306603;10009;13514;Companhia de Água e Esgoto do Ceará;CAGECE;91,3;1,7;7,1;0;9,4;0,2;0,7;0;10,2;493,3;9,1;38,1;0;540,5;493,3;3,6;38,1;0;535;90;10;729,8;656,8;131,4;73;29,2;12163;13931731,64;2564315,11;16496046,76;Solução conjunta;Solução conjunta;Sim;Sim;;
CE;2306702;8553;11756;Companhia de Água e Esgoto do Ceará;CAGECE;10,8;82,4;0;6,7;1,2;9,1;0;0,7;11,1;50;380,7;0;31,2;461,9;50;152,3;0;10,9;213,2;90;10;634,8;571,3;114,3;63,5;25,4;10580;12164620,53;2355399,75;14520020,29;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2306801;7554;8670;Companhia de Água e Esgoto do Ceará;CAGECE;3,8;25,7;0;70,5;0,2;1,4;0;3,9;5,5;15,5;104,8;0;287,6;407,9;15,5;41,9;0;14,7;72,1;90;10;468,2;421,4;21,6;46,8;18,7;7803;3011165,18;411063,67;3422228,85;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2306900;23453;27262;Serviço Autônomo de Água e Esgoto de Jaguaribe;SAAE;62,7;2,3;0;35;53,8;1,9;0;30;85,7;794,6;28,6;0;443,3;1266,5;794,6;11,4;0;88,7;894,7;90;10;1472,1;1324,9;265;147,2;58,9;24536;18727553,38;7329499,33;26057052,71;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2307007;19692;25719;Companhia de Água e Esgoto do Ceará;CAGECE;83,7;3,8;12,5;0;19,4;0,9;2,9;0;23,1;890;40,2;133,2;0;1063,4;890;16,1;133,2;0;1039,2;90;10;1388,8;1249,9;37,5;138,9;55,6;23147;25148257,14;9148291,93;34296549,07;Acima de 80%;Tratamento secundário avançado;Não;Sim;;
CE;2307106;9122;15479;Prefeitura Municipal de Jardim;PM;14,8;4,8;80,4;0;2,5;0,8;13,5;0;16,8;71,7;23,4;390,6;0;485,7;71,7;9,4;390,6;0;471,6;100;0;835,9;835,9;167,2;0;0;15479;7886182,44;2970709,44;10856891,88;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2307205;4550;5902;Companhia de Água e Esgoto do Ceará;CAGECE;72,8;1,5;25,7;0;3;0,1;1,1;0;4,1;178,8;3,8;63,2;0;245,7;178,8;1,5;63,2;0;243,4;90;10;318,7;286,8;8,6;31,9;12,8;5312;6643642,74;2044967,29;8688610,04;Acima de 80%;Tratamento secundário avançado;Sim;Sim;;
CE;2307254;5978;11618;Companhia de Água e Esgoto do Ceará;CAGECE;50,3;2,9;0;46,9;3,8;0,2;0;3,5;7,5;162,3;9,2;0;151,3;322,8;162,3;3,7;0;16,7;182,7;90;10;627,4;564,7;45,7;62,7;25,1;10456;9307814,74;3416737,06;12724551,8;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2307304;251032;292887;Companhia de Água e Esgoto do Ceará;CAGECE;48,2;13,5;0;38,3;109,7;30,8;0;87,4;227,9;6527,5;1832;0;5196,2;13555,7;6527,5;732,8;0;1351;8611,3;90;10;15815,9;14234,3;2846,9;1581,6;632,6;263598;179591253,4;27783921,78;207375175,2;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2307403;14473;20175;Serviço Autônomo de Água e Esgoto;SAAE;48;6;0;46;8,4;1,1;0;8;17,5;366,4;46,2;0;351,5;764,1;366,4;18,5;0;123;507,9;90;10;1089,5;980,6;196,1;109;43,6;18158;14164867,14;3274452,89;17439320,03;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2307502;18333;22549;Companhia de Água e Esgoto do Ceará;CAGECE;59,8;14,9;25,4;0;10,2;2,5;4,3;0;17;592;147;251;0;990;592;58,8;251;0;901,8;90;10;1217,6;1095,8;32,9;121,8;48,7;20294;19024836,84;8042036,64;27066873,48;Acima de 80%;Tratamento secundário avançado;Sim;Sim;;
CE;2307601;33123;40026;Serviço Autônomo de Água e Esgoto;SAAE;0;0;0;100;0;0;0;59;59;0;0;0;1754,1;1754,1;0;0;0;438,5;438,5;100;0;2161,4;2161,4;432,3;0;0;40026;8652331,74;1252211,92;9904543,66;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
CE;2307635;9373;12939;Prefeitura Municipal de Madalena;PM;73,9;13,2;12,9;0;5,6;1;1;0;7,6;373,9;66,9;65,3;0;506,1;373,9;26,8;65,3;0;466;90;10;698,7;628,8;125,8;69,9;28;11645;12690601,6;2497272,52;15187874,12;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2307650;216427;246376;Companhia de Água e Esgoto do Ceará;CAGECE;11,4;46,8;0;41,8;27,5;112,4;0;100,5;240,5;1337,2;5465;0;4884,9;11687,1;1337,2;2186;0;1628,3;5151,5;90;10;13304,3;11973,9;3991,2;1330,4;532,2;221738;140861145,6;172449309,4;313310455;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2307700;91511;119483;Companhia de Água e Esgoto do Ceará;CAGECE;20,4;72;0;7,7;18;63,5;0;6,8;88,2;1005,8;3555,7;0;380,1;4941,6;1005,8;1422,3;0;115,3;2543,4;90;10;6452,1;5806,9;1069,2;645,2;258,1;107535;109441214,8;69179233,07;178620447,8;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Sim;Não;;
CE;2307809;16210;22406;Companhia de Água e Esgoto do Ceará;CAGECE;88,6;6,1;5,4;0;11,7;0,8;0,7;0;13,2;738,4;50,5;44,6;0;833,5;738,4;20,2;44,6;0;803,2;90;10;1209,9;1088,9;217,8;121;48,4;20165;24520848,52;7386723,8;31907572,32;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2307908;8382;10453;Companhia de Água e Esgoto do Ceará;CAGECE;94,8;2,9;2,3;0;7,4;0,2;0,2;0;7,8;429,3;13,1;10,3;0;452,6;429,3;5,2;10,3;0;444,8;90;10;564,5;508,1;34;56,5;22,6;9408;11208625,19;8348177,5;19556802,68;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2308005;25116;32488;Companhia de Água e Esgoto do Ceará;CAGECE;4,7;60,3;0;35;1,1;13,7;0;8;22,8;63,3;817,7;0;475,3;1356,3;63,3;327,1;0;16,8;407,2;90;10;1754,4;1579;55,9;175,4;70,2;29239;23443091,87;8171826,94;31614918,81;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2308104;24022;33405;Companhia de Água e Esgoto do Ceará;CAGECE;59,6;8,5;0;31,9;7,9;1,1;0;4,2;13,2;773,3;109,6;0;414,3;1297,2;773,3;43,9;0;59,5;876,6;90;10;1803,9;1623,5;233,1;180,4;72,2;30065;25683491,14;3721057,24;29404548,38;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308203;7791;10823;Companhia de Água e Esgoto do Ceará;CAGECE;86;1,6;12,4;0;5,3;0,1;0,8;0;6,2;361,7;6,7;52,3;0;420,7;361,7;2,7;52,3;0;416,7;90;10;584,4;526;105,2;58,4;23,4;9741;10667931,17;9401475,32;20069406,49;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2308302;13638;20586;Companhia de Água e Esgoto do Ceará;CAGECE;71,6;3,3;25,1;0;10,5;0,5;3,7;0;14,6;527,2;24,5;184,7;0;736,5;527,2;9,8;184,7;0;721,8;90;10;1111,6;1000,4;200,1;111,2;44,5;18527;18369532,49;3314923,11;21684455,6;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308351;6024;7810;Prefeitura Municipal de Milhã;PM;57,9;23,2;18,9;0;3,7;1,5;1,2;0;6,4;188,2;75,5;61,5;0;325,3;188,2;30,2;61,5;0;280;90;10;421,7;379,5;75,9;42,2;16,9;7029;7161691,31;1166805,98;8328497,29;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308377;7093;10481;Companhia de Água e Esgoto do Ceará;CAGECE;77,4;19,1;3,5;0;4,8;1,2;0,2;0;6,2;296,5;73,1;13,5;0;383;296,5;29,2;13,5;0;339,2;90;10;566;509,4;50,9;56,6;22,6;9433;11166730,24;10459624,97;21626355,21;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308401;15771;21961;Companhia de Água e Esgoto do Ceará;CAGECE;2,7;89;0;8,3;0,3;9,3;0;0,9;10,5;23,1;758;0;70,6;851,6;23,1;303,2;0;16,4;342,7;90;10;1185,9;1067,3;213,5;118,6;47,4;19765;22444076,85;3307300,42;25751377,28;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308500;19170;26464;Companhia de Água e Esgoto do Ceará;CAGECE;38,6;3,4;57,9;0;7,9;0,7;11,8;0;20,4;399,9;35,5;599,8;0;1035,2;399,9;14,2;599,8;0;1013,9;90;10;1429,1;1286,2;257,2;142,9;57,2;23818;15455508,45;3863800,75;19319309,21;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
CE;2308609;9518;12167;Companhia de Água e Esgoto do Ceará;CAGECE;80,3;3,7;16;0;6,3;0,3;1,2;0;7,8;412,9;18,9;82,2;0;514;412,9;7,6;82,2;0;502,6;90;10;657;591,3;118,3;65,7;26,3;10950;11464853,28;2405250,97;13870104,25;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2308708;35528;40859;Serviço Autônomo de Água e Esgoto;SAAE;0;98;0;2;0;34,7;0;0,7;35,4;0;1873,4;0;38,2;1911,7;0;749,4;0;9,6;758,9;90;10;2206,4;1985,8;397,1;220,6;88,2;36773;41366754,24;5035993,77;46402748,01;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
CE;2308807;3748;4257;Companhia de Água e Esgoto do Ceará;CAGECE;95,7;0,3;4;0;4,3;0;0,2;0;4,5;193,7;0,6;8;0;202,4;193,7;0,2;8;0;202;90;10;229,9;206,9;41,4;23;9,2;3831;5907488,44;636059,96;6543548,4;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Sim;;
CE;2308906;10012;14428;Companhia de Água e Esgoto do Ceará;CAGECE;66,9;5,1;28;0;7,4;0,6;3,1;0;11,1;361,7;27,7;151,3;0;540,6;361,7;11,1;151,3;0;524;90;10;779,1;701,2;280,5;77,9;31,2;12985;12383262,63;3817750,98;16201013,61;Entre 60 e 80%;Tratamento secundário convencional;Não;Não;;
CE;2309003;9216;11722;Companhia de Água e Esgoto do Ceará;CAGECE;71,4;1,2;0;27,4;6,6;0,1;0;2,6;9,3;355,2;6;0;136,4;497,7;355,2;2,4;0;27,3;384,9;90;10;633;569,7;113,9;63,3;25,3;10550;9756771,88;9366448,44;19123220,32;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2309102;4458;5415;Companhia de Água e Esgoto do Ceará;CAGECE;26,3;54,3;0;19,4;1;2,1;0;0,8;3,9;63,4;130,7;0;46,7;240,7;63,4;52,3;0;18,7;134,3;90;10;292,4;263,2;52,6;29,2;11,7;4874;6430412,99;808954,24;7239367,23;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2309201;10139;13553;Companhia de Água e Esgoto do Ceará;CAGECE;45,8;2,6;51,7;0;5,3;0,3;6;0;11,6;250,6;14,1;282,8;0;547,5;250,6;5,6;282,8;0;539;90;10;731,9;658,7;131,7;73,2;29,3;12198;8464482,98;2568865,36;11033348,34;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2309300;23790;29304;Prefeitura Municipal de Nova Russas;PM;71,5;1,3;19;8,3;12,6;0,2;3,3;1,5;17,6;917,8;16,9;243,9;106;1284,7;917,8;6,7;243,9;36,1;1204,6;90;10;1582,4;1424,2;284,8;158,2;63,3;26374;22816637,04;3922132,1;26738769,14;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2309409;14552;18716;Companhia de Água e Esgoto do Ceará;CAGECE;43,6;10,2;0;46,2;26,9;6,3;0;28,5;61,7;342,5;80,1;0;363,2;785,8;342,5;32,1;0;4,5;379;90;10;1010,7;909,6;11,2;101,1;40,4;16844;12304910,07;2292183,76;14597093,83;Acima de 80%;Tratamento secundário avançado;Sim;Sim;;
CE;2309458;7865;11797;Companhia de Água e Esgoto do Ceará;CAGECE;76,4;0,6;0;23,1;6;0;0;1,8;7,8;324,3;2,3;0;98,1;424,7;324,3;0,9;0;19,6;344,8;90;10;637;573,3;114,7;63,7;25,5;10617;10701632,26;1460913,61;12162545,87;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2309508;16108;16690;Companhia de Água e Esgoto do Ceará;CAGECE;52,4;2,1;45,5;0;10;0,4;8,7;0;19,1;455,4;18,6;395,8;0;869,8;455,4;7,4;395,8;0;858,7;90;10;901,3;811,2;324,4;90,1;36;15021;9352795,72;3834029,2;13186824,92;Entre 60 e 80%;Tratamento secundário convencional;Sim;Sim;;
CE;2309607;54504;72032;Companhia de Água e Esgoto do Ceará;CAGECE;88;7,4;0;4,7;47,3;4;0;2,5;53,7;2588,8;216,6;0,1;137,8;2943,2;2588,8;86,6;0,1;24,8;2700,3;90;10;3889,7;3500,7;630,1;389;155,6;64829;67817923,58;10337885,18;78155808,76;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2309706;66753;80429;Companhia de Água e Esgoto do Ceará;CAGECE;19,3;27,9;0;52,8;9,6;13,9;0;26,3;49,8;696;1004,3;0;1904,4;3604,7;696;401,7;0;571,3;1669;90;10;4343,2;3908,9;1172,7;434,3;173,7;72386;40422564,07;68128310,77;108550874,8;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Sim;Sim;;
CE;2309805;4847;7440;Companhia de Água e Esgoto do Ceará;CAGECE;0;14,2;0;85,8;0;0,8;0;4,8;5,6;0;37,2;0;224,6;261,7;0;14,9;0;62,9;77,7;90;10;401,8;361,6;72,3;40,2;16,1;6696;4070930,18;1111605,45;5182535,64;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2309904;3813;4911;Prefeitura Municipal de Pacujá;PM;30,5;13;56,5;0;1,5;0,7;2,9;0;5,1;62,8;26,8;116,3;0;205,9;62,8;10,7;116,3;0;189,8;90;10;265,2;238,7;47,7;26,5;10,6;4420;3636584,26;5515012,46;9151596,73;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Não;;
CE;2310001;4647;5076;Companhia de Água e Esgoto do Ceará;CAGECE;68,9;23,3;7,8;0;5,6;1,9;0,6;0;8,1;172,8;58,4;19,7;0;250,9;172,8;23,4;19,7;0;215,9;90;10;274,1;246,7;7,4;27,4;11;4568;6742883,11;1758734,66;8501617,76;Acima de 80%;Tratamento secundário avançado;Não;Sim;;
CE;2310100;5213;5903;Companhia de Água e Esgoto do Ceará;CAGECE;64,3;5,2;0;30,4;2,7;0,2;0;1,3;4,1;181,1;14,7;0;85,7;281,5;181,1;5,9;0;12,9;199,8;90;10;318,8;286,9;43;31,9;12,8;5313;4530892,95;881968,12;5412861,07;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2310209;21424;29348;Companhia de Água e Esgoto do Ceará;CAGECE;44;18,6;0;37,4;82,3;34,8;0;70;187,1;509;215;0;432,9;1156,9;509;86;0;139,8;734,8;90;10;1584,8;1426,3;142,6;158,5;63,4;26413;21101738,18;5475053,57;26576791,75;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2310258;14049;15974;Companhia de Água e Esgoto do Ceará;CAGECE;13,8;1,4;0;84,8;19,5;2;0;120;141,6;104,7;11;0;643;758,6;104,7;4,4;0;285,4;394,5;90;10;862,6;776,3;155,2;86,3;34,5;14377;3001487,58;4941365,64;7942853,23;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2310308;14175;17014;Companhia de Água e Esgoto do Ceará;CAGECE;47,8;14,8;37,4;0;5,5;1,7;4,3;0;11,6;366;113;286,5;0;765,5;366;45,2;286,5;0;697,6;90;10;918,8;826,9;165,4;91,9;36,8;15313;12169572,41;2951158,59;15120730,99;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2310407;5642;7234;Companhia de Água e Esgoto do Ceará;CAGECE;76,9;0,3;0;22,8;236,1;0,9;0;70;306,9;234,3;0,9;0;69,5;304,7;234,3;0,4;0;13,9;248,6;90;10;390,6;351,5;70,3;39,1;15,6;6511;6352016,74;867133,86;7219150,6;Solução conjunta;Solução conjunta;Não;Sim;;
CE;2310506;24951;31165;Serviço Autônomo de Água e Esgoto de Pedra Branca;SAAE;44,6;14,9;40,5;0;14,3;4,8;13;0;32;600,3;201,3;545,8;0;1347,4;600,3;80,5;545,8;0;1226,6;90;10;1682,9;1514,6;302,9;168,3;67,3;28049;20579689,13;4269125,79;24848814,93;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2310605;6741;8306;Companhia de Água e Esgoto do Ceará;CAGECE;27,8;2,5;69,8;0;2;0,2;4,9;0;7;101,2;8,9;253,9;0;364;101,2;3,6;253,9;0;358,7;90;10;448,5;403,7;80,7;44,9;18;7475;3372960,12;1240907,22;4613867,35;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2310704;22024;25899;Companhia de Água e Esgoto do Ceará;CAGECE;62,8;10,6;26,1;0,5;18,9;3,2;7,9;0,2;30,2;746,5;126,5;310;6,3;1189,3;746,5;50,6;310;1,9;1109;90;10;1398,5;1258,7;251,7;139,9;56;23309;20016846,07;3813299,19;23830145,26;Solução conjunta;Solução conjunta;Não;Sim;;
CE;2310803;5539;6388;Companhia de Água e Esgoto do Ceará;CAGECE;65,4;2,1;32,5;0;4,7;0,2;2,4;0;7,3;195,7;6,3;97,2;0;299,1;195,7;2,5;97,2;0;295,3;90;10;345;310,5;62,1;34,5;13,8;5749;4802756,32;954345,78;5757102,1;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2310852;11914;16829;Serviço Autônomo de Água e Esgoto de Pindoretama;SAAE;97,9;1,1;1,1;0;9,7;0,1;0,1;0;10;629,7;6,8;6,8;0;643,4;629,7;2,7;6,8;0;639,3;90;10;908,8;817,9;81,8;90,9;36,4;15146;18263988,24;4665113,33;22929101,57;Requer solução complementar;Outras soluções (revisão da classe do rio corpo receptor alternativo reuso etc,);Não;Não;;
CE;2310902;7778;12095;Companhia de Água e Esgoto do Ceará;CAGECE;90;2,9;7,1;0;6,2;0,2;0,5;0;6,9;378,2;12;29,8;0;420;378,2;4,8;29,8;0;412,8;90;10;653,1;587,8;117,6;65,3;26,1;10886;12565704,3;2396578,33;14962282,63;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
CE;2310951;3466;4089;Companhia de Água e Esgoto do Ceará;CAGECE;97,4;0,8;1,8;0;3,3;0;0,1;0;3,3;182,4;1,5;3,3;0;187,2;182,4;0,6;3,3;0;186,3;90;10;220,8;198,7;39,7;22,1;8,8;3680;5803079,66;5508062,1;11311141,76;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Não;;
CE;2311009;7929;9792;Companhia de Água e Esgoto do Ceará;CAGECE;65,8;2,9;0;31,3;29,6;1,3;0;14,1;45;281,6;12,5;0;134,1;428,2;281,6;5;0;1,8;288,4;90;10;528,8;475,9;6,3;52,9;21,2;8813;7697212,4;1050770,77;8747983,17;Acima de 80%;Tratamento secundário avançado;Não;Não;;
CE;2311108;6208;8214;Companhia de Água e Esgoto do Ceará;CAGECE;41,8;39,3;0;18,9;3,4;3,2;0;1,5;8,1;140,2;131,7;0;63,4;335,2;140,2;52,7;0;9,4;202,3;90;10;443,6;399,2;59,3;44,4;17,8;7393;7562422,96;1032370,24;8594793,2;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311207;5923;8435;Companhia de Água e Esgoto do Ceará;CAGECE;82,7;5,7;11,6;0;4,2;0,3;0,6;0;5,1;264,5;18,3;37;0;319,8;264,5;7,3;37;0;308,9;90;10;455,5;410;82;45,6;18,2;7592;8398326,77;1260221,54;9658548,31;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311231;2770;3965;Companhia de Água e Esgoto do Ceará;CAGECE;92,3;0,5;7,2;0;2,6;0;0,2;0;2,8;138,1;0,7;10,7;0;149,6;138,1;0,3;10,7;0;149,1;90;10;214,1;192,7;38,5;21,4;8,6;3569;5404949;592367,3;5997316,3;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311264;6490;11560;Companhia de Água e Esgoto do Ceará;CAGECE;62,9;1,8;35,3;0;3,1;0,1;1,7;0;4,9;220,4;6,3;123,7;0;350,5;220,4;2,5;123,7;0;346,7;90;10;624,2;561,8;112,4;62,4;25;10404;9865955,67;2331291,31;12197246,98;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311306;59900;77198;Companhia de Água e Esgoto do Ceará;CAGECE;38,7;29,7;0;31,6;25,2;19,3;0;20,6;65,1;1252;960,4;0;1022,2;3234,6;1252;384,2;0;245,6;1881,7;90;10;4168,7;3751,8;620;416,9;166,8;69478;55047255,9;12185914,91;67233170,8;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311355;4944;7785;Serviço Autônomo de Água e Esgoto;SAAE;0;5;0;95;0;0,3;0;6,1;6,5;0;13,3;0;252,9;266,2;0;5,3;0;50,6;55,9;95;5;420,4;399,4;79,9;21;8,4;7396;4352098,33;450404,19;4802502,52;Entre 60 e 80%;Tratamento secundário convencional;Sim;Sim;;
CE;2311405;45646;67331;Serviço Autônomo de Água e Esgoto;SAAE;79,4;10,6;0;10;30,1;4;0;3,8;37,9;1517,2;203,3;0;191,2;1911,7;1517,2;81,3;0;66,9;1665,4;90;10;3635,9;3272,3;654,5;363,6;145,4;60598;65445762,14;10059318,78;75505080,92;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Sim;Sim;;
CE;2311504;13054;16261;Companhia de Água e Esgoto do Ceará;CAGECE;95,5;1;3,5;0;13,8;0,2;0,5;0;14,4;673,1;7,3;24,5;0;704,9;673,1;2,9;24,5;0;700,5;90;10;878,1;790,3;158,1;87,8;35,1;14635;17243851,84;2870772,62;20114624,46;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
CE;2311603;15520;21996;Companhia de Água e Esgoto do Ceará;CAGECE;8,3;87,2;0;4,5;2,1;22,4;0;1,1;25,6;69,5;731,1;0;37,4;838,1;69,5;292,5;0;13,1;375,1;90;10;1187,8;1069;213,8;118,8;47,5;19796;23229468,01;3451646,43;26681114,43;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Não;;
CE;2311702;10495;11429;Companhia de Água e Esgoto do Ceará;CAGECE;90,8;1,1;8,2;0;12;0,1;1,1;0;13,2;514,4;6;46,3;0;566,7;514,4;2,4;46,3;0;563,1;90;10;617,2;555,5;111,1;61,7;24,7;10286;11464480,77;2315197,75;13779678,52;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Não;;
CE;2311801;47271;60935;Companhia de Água e Esgoto do Ceará;CAGECE;45,9;12,2;0;42;94,9;25,1;0;86,8;206,9;1171,4;310,1;0;1071,1;2552,6;1171,4;124;0;213,8;1509,2;90;10;3290,5;2961,5;591;329,1;131,6;54842;40153023,53;4887035,69;45040059,22;Corpo receptor intermitente ou efêmero;Corpo receptor intermitente ou efêmero (Requer alta remoção de patógenos);Não;Sim;;
