,Código do Município,Município,Estado,Ano de Referência,Prestadores,AG001 - População total atendida com abastecimento de água,AG002 - Quantidade de ligações ativas de água,AG003 - Quantidade de economias ativas de água,AG005 - Extensão da rede de água,AG006 - Volume de água produzido,AG007 - Volume de água tratada em ETAs,AG011 - Volume de água faturado,FN006 - Arrecadação total,FN010 - Despesa com pessoal próprio,FN011 - Despesa com produtos químicos,FN013 - Despesa com energia elétrica,FN014 - Despesa com serviços de terceiros,FN015 - Despesas de Exploração (DEX),FN017 - Despesas totais com os serviços (DTS),FN020 - Despesa com água importada (bruta ou tratada),FN021 - Despesas fiscais ou tributárias computadas na DEX
294,"290755,00",Caturama,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5995.0,2110.0,2163.0,48.96,275.48,275.47,227.66,1273685.33,470839.42,18085.49,136173.36,335801.24,1273927.18,1541242.04,4455.8,140699.4
295,"290760,00",Central,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,16279.0,5803.0,5834.0,87.62,877.3,877.29,652.63,2989085.42,616200.91,81314.22,1423491.75,644813.91,3324995.08,4066155.61,15557.84,291773.9
296,"290770,00",Chorrochó,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29077040] SECRETARIA DE OBRAS E INFRAESTRUTURA - SECINFRA,7495.0,2168.0,2225.0,41.42,275.17,275.17,257.57,1409786.02,357561.29,16297.21,113190.09,366261.68,1107224.75,1480855.33,5111.7,137725.93
297,"290780,00",Cícero Dantas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29078011] Prefeitura Municipal de Cícero Dantas - PMCD | [29078040] Prefeitura Municipal de Cícero Dantas - PMCD,23626.0,8903.0,9040.0,74.09,981.86,14.87,906.68,4424696.16,1304549.26,62294.98,625808.76,1215354.14,4215108.3,5313525.25,57530.19,532619.76
298,"290790,00",Cipó,BA,"2019,00","[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29079011] Prefeitura Municipal de Cipó - PMC | [29079040] Secretaria de Agricultura, Aquicultura Meio Ambiente e Desenvolvimento Sustentavel - seamades",12690.0,4258.0,4356.0,60.74,667.7,0.0,519.71,2949856.48,1054918.04,7026.68,102317.94,332827.01,1973688.24,2367686.89,0.0,270083.45
299,"290800,00",Coaraci,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,15647.0,6484.0,6655.0,48.35,756.95,756.94,692.88,3557883.48,965502.69,121862.29,89196.17,766088.91,2602743.97,3270323.13,0.0,334027.85
301,"290820,00",Conceição da Feira,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,20176.0,6380.0,6678.0,74.44,1110.08,1110.07,636.16,3598646.78,942717.63,87980.13,772743.04,986763.66,3641960.89,4551262.75,86401.6,339077.37
302,"290830,00",Conceição do Almeida,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,10718.0,3525.0,3583.0,78.02,326.36,326.35,360.34,1836854.16,827720.64,31332.93,163878.83,314403.51,1685946.72,2559475.82,0.0,183629.44
303,"290840,00",Conceição do Coité,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,53288.0,19094.0,19599.0,240.9,11.35,0.0,1962.8,9288722.21,2802865.9,16416.96,2838256.28,2090262.03,10058133.82,12375320.88,4059.45,942774.43
304,"290850,00",Conceição do Jacuípe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29085040] Município de Conceição do Jacuipe - PMCJ,16208.0,5574.0,5683.0,63.54,1294.15,1294.15,560.63,2329327.02,938744.12,77483.31,90847.13,790784.83,2778947.25,3430981.45,106315.91,231562.94
305,"290860,00",Conde,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29086040] Secretaria de Obras e Serviços Urbanos - SEMOE,20437.0,6202.0,6358.0,79.47,1002.91,973.92,715.4,4753869.53,1754535.37,69066.91,287387.32,1070644.39,4105777.97,6940355.09,0.0,462831.03
306,"290870,00",Condeúba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,9928.0,3460.0,3637.0,61.03,824.83,824.83,374.9,1926051.26,366506.08,112064.31,275268.41,485094.71,1582325.48,1805411.74,0.0,187315.53
307,"290880,00",Contendas do Sincorá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29088040] Prefeitura Municipal de Contendas do Sincorá - PMCS,3055.0,1072.0,1075.0,13.01,154.59,154.59,121.63,626610.42,129248.55,14993.53,35613.44,270698.85,568605.97,675901.44,0.0,60454.75
308,"290890,00",Coração de Maria,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,10111.0,3344.0,3444.0,52.38,0.0,0.0,334.62,1298455.67,532169.87,2704.68,54651.48,317241.09,1305437.4,2077995.11,0.0,141208.47
309,"290900,00",Cordeiros,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29090040] Prefeitura Municipal de Cordeiros - PMC,5116.0,1634.0,1684.0,80.47,23.19,23.19,175.31,887836.99,183901.62,3358.07,62273.1,136599.16,547558.88,700494.31,0.0,85620.94
311,"290920,00",Coronel João Sá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,9962.0,3687.0,3709.0,54.92,348.3,119.09,358.93,1671460.56,490470.75,33683.49,227583.33,457302.04,1539084.51,1815881.46,0.0,163079.31
312,"290930,00",Correntina,BA,"2019,00",[29093011] Serviço Autônomo de Água e Esgoto - SAAE | [29093040] Prefeitura Municipal de Correntina - PMC,23740.0,7961.0,7962.0,230.0,1873.15,1728.45,1612.66,3515959.42,1876642.02,53735.0,637618.29,95864.87,2699540.77,2699540.77,0.0,35680.59
313,"290940,00",Cotegipe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29094040] PREFEITURA MUNICIPAL DE COTEGIPE - PMC,9493.0,3284.0,3397.0,98.26,447.4,447.4,379.56,1693586.14,409053.21,17052.81,255499.67,496104.1,1485574.06,1633146.74,0.0,162001.46
314,"290950,00",Cravolândia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29095040] SERVIÇO DE LIMPEZA URBANA - PMC,3471.0,1243.0,1245.0,16.43,141.28,141.27,129.53,931548.42,307841.0,15159.77,254861.04,392112.26,1186415.03,1492927.84,0.0,112413.62
315,"290960,00",Crisópolis,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29096040] Prefeitura Municipal de Crisopolis - PMC,9418.0,3490.0,3569.0,35.71,382.25,0.0,362.15,1768088.82,432680.24,2726.81,95906.69,264706.03,1177368.18,1368419.16,0.0,195446.26
316,"290970,00",Cristópolis,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29097040] Prefeitura Municipal de Cristópolis - PMC,5099.0,1875.0,1925.0,89.39,279.24,279.24,221.11,1029317.29,201393.23,31028.63,228160.36,233488.44,869720.45,965674.64,0.0,100986.13
317,"290980,00",Cruz das Almas,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,57991.0,19171.0,20260.0,383.12,1785.42,1785.42,2256.92,13222333.83,4058210.66,14524.14,964513.8,3312445.33,11067364.12,14630006.68,79022.46,1323203.0
318,"290990,00",Curaçá,BA,"2019,00",[29099011] Serviço Autônomo de Água e Esgoto - SAAE | [29099040] PREFEITURA MUNICIPAL DE CURAÇÁ BAHIA - PMC,29875.0,7741.0,7768.0,123.0,3395.0,3245.0,1171.02,3093006.42,1784660.6,128580.25,301122.77,320040.2,2660285.0,2660285.0,0.0,0.0
319,"291000,00",Dário Meira,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5498.0,1943.0,1983.0,8.08,259.66,259.65,227.31,985087.21,205718.06,23825.92,55810.01,302009.56,778807.62,1201445.66,0.0,118437.71
320,"291005,00",Dias d Ávila,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,59575.0,16991.0,18400.0,220.0,5890.57,0.0,2063.85,13593150.2,6359500.41,403136.68,1995607.27,8975547.63,21984378.52,26334073.63,0.0,1488348.16
322,"291020,00",Dom Macedo Costa,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29102040] PREFEITURA MUNCIPAL DE DOM MACEDO COSTA - PMDMC,4058.0,1535.0,1555.0,14.39,223.71,223.71,168.44,681753.64,294118.91,66269.14,60682.14,133995.04,701868.14,851956.04,0.0,69201.37
323,"291030,00",Elísio Medrado,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,3738.0,1439.0,1521.0,18.11,139.41,139.4,151.01,704040.56,449950.31,32075.97,97523.73,239463.17,987625.4,1211799.93,0.0,83694.58
324,"291040,00",Encruzilhada,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5861.0,1913.0,1931.0,18.52,215.43,215.43,195.61,1177867.98,341826.01,44680.17,171977.41,712157.58,1605020.54,2237281.71,0.0,131025.7
325,"291050,00",Entre Rios,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,36463.0,11878.0,12276.0,109.56,2020.23,1896.22,1327.38,6922291.98,3212373.06,306700.81,813539.13,1732381.44,7697003.69,9171472.76,0.0,693102.89
327,"291060,00",Esplanada,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29106040] Secretaria Municipal de Obras e Serviços Públicos - SMOSP,27807.0,8868.0,9036.0,173.7,825.53,212.55,1008.92,4914363.57,1292786.88,38290.66,262385.09,951561.89,3531389.16,4723748.3,0.0,522404.08
328,"291070,00",Euclides da Cunha,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,45197.0,15411.0,15579.0,373.26,1557.09,0.0,1609.51,9852545.49,1985111.2,26290.22,952617.87,2336533.92,7117051.76,8776847.76,0.0,965643.11
329,"291072,00",Eunápolis,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29107240] PREFEITURA MUNICIPAL DE EUNÁPOLIS - EUNÁPOLIS,103855.0,34078.0,37497.0,301.77,4952.74,4952.74,4125.15,24034261.69,5053953.14,1113126.34,2181694.61,4005240.78,16970461.21,20734828.05,0.0,2297822.89
330,"291075,00",Fátima,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,17711.0,6555.0,6589.0,72.3,1116.83,69.85,590.89,2805387.19,815438.28,15175.08,725490.78,711594.9,3140591.44,3560639.47,276424.98,277783.99
332,"291080,00",Feira de Santana,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29108040] SESP - SECRETARIA MUNICIPAL DE SERVIÇOS PÚBLICOS - SESP,598872.0,174078.0,194103.0,2357.88,39723.46,39723.46,22755.72,165890974.74,39215299.18,2825755.92,15463157.25,34535749.45,131955338.65,176969892.32,2736132.38,16603236.31
333,"291085,00",Filadélfia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,13018.0,5015.0,5067.0,130.42,1970.87,1970.86,509.53,2368663.83,877356.36,310859.71,538254.39,646288.25,2887658.51,3886421.35,44832.16,246845.54
334,"291090,00",Firmino Alves,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5497.0,1975.0,2001.0,49.58,51.3,51.3,196.84,1031494.89,306687.05,5025.34,4287.82,275592.28,804849.72,943263.81,0.0,97056.63
335,"291100,00",Floresta Azul,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29110011] Prefeitura Municipal de Floresta Azul - PMFA | [29110040] Prefeitura Municipal de Floresta azul - PMFA,8623.0,2856.0,2893.0,29.67,742.75,742.75,298.98,1373162.02,1086112.33,119027.05,105221.53,431145.14,2124933.48,2991815.09,0.0,150069.98
336,"291110,00",Formosa do Rio Preto,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29111040] Prefeitura Municipal de Formosa do Rio Preto - PMFRP,17121.0,5131.0,5377.0,84.86,802.16,802.16,638.18,3161508.4,580710.19,31158.41,202169.68,498164.33,1808564.94,2064365.98,0.0,310049.66
337,"291120,00",Gandu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29112012] Prefeitura Municipal de Gandu - PMG,22915.0,8309.0,8837.0,74.37,1334.25,1334.24,993.39,5020921.68,1658824.35,226234.07,402902.95,904494.03,4106181.0,4554660.44,0.0,490882.34
338,"291125,00",Gavião,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29112511] Prefeitura Municipal de Gavião - pmg | [29112540] Prefeitura Municipal de Gavião - PMG,3428.0,1434.0,1462.0,31.42,141.59,141.59,135.15,766629.06,307843.91,36311.8,33260.01,128239.71,679452.49,782342.12,8172.3,88351.83
339,"291130,00",Gentio do Ouro,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29113040] PREFEITURA MUNICIPAL DE GENTIO DO OURO - PM,3723.0,1230.0,1240.0,12.58,190.98,61.19,123.47,947425.12,313667.2,9887.12,70327.26,200365.92,761651.64,902812.18,0.0,90292.95
340,"291140,00",Glória,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29114040] Prefeitura Municipal de Glória - PMG,10526.0,3578.0,3609.0,86.66,621.11,621.11,392.95,2118721.83,665156.65,27967.71,184683.13,597090.42,1875807.47,2274919.28,10490.51,220875.31
341,"291150,00",Gongogi,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,4454.0,1481.0,1502.0,12.38,209.25,209.25,160.77,868666.32,139989.29,22655.57,36538.41,314172.52,668780.26,915122.75,0.0,80336.56
342,"291160,00",Governador Mangabeira,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,15593.0,5137.0,5238.0,77.86,1504.63,1504.63,537.71,2810078.49,776462.88,172256.97,330440.41,487360.61,2345499.81,3137299.14,46207.89,271605.97
343,"291165,00",Guajeru,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29116540] Prefeitura Municipal de Guajeru - PMG,3638.0,1126.0,1225.0,77.6,139.83,139.82,117.1,699437.87,179567.47,7818.42,90266.13,435898.32,852004.6,1024590.47,0.0,56758.01
344,"291170,00",Guanambi,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,84481.0,27090.0,31569.0,674.58,4931.89,4931.89,3764.34,29705332.81,7835934.94,91438.47,829437.9,5565919.68,20213208.03,29232490.48,0.0,3282411.66
345,"291180,00",Guaratinga,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,9660.0,3724.0,3776.0,25.33,379.54,379.54,393.56,1979148.03,249604.25,44138.68,68325.91,408062.54,1184571.59,1563675.05,0.0,206904.4
346,"291185,00",Heliópolis,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,8850.0,3016.0,3041.0,24.2,638.71,50.99,320.65,1331739.96,417097.53,7110.14,449058.46,372954.03,1739738.41,1928876.43,191742.12,129466.24
347,"291190,00",Iaçu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,24305.0,8905.0,9011.0,103.16,1179.13,1179.12,925.93,4984481.7,2148740.11,310522.1,245047.14,988324.29,4647893.43,5327187.2,0.0,461608.64
348,"291200,00",Ibiassucê,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,7772.0,2679.0,2924.0,59.02,351.63,351.62,307.11,1429918.98,800050.32,14663.2,81269.8,359141.67,1584268.53,2037598.33,0.0,146049.73
349,"291210,00",Ibicaraí,BA,"2019,00",[29121011] Serviço Autônomo de Água e Esgoto - SAAE,21689.0,8176.0,11042.0,33.31,1653.0,1619.0,1222.27,23905.0,479977.0,46506.0,188134.98,1019311.27,1733930.25,1733930.25,0.0,0.0
350,"291220,00",Ibicoara,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29122011] Prefeitura Municipal de Ibicoara - PMI | [29122040] Prefeitura Municipal de Ibicoara - PMI,7325.0,2940.0,2960.0,52.74,346.96,346.95,254.44,964321.96,596313.69,71886.82,143935.78,433231.65,1507921.11,1782085.22,0.0,122604.13
351,"291230,00",Ibicuí,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29123011] Prefeitura Municipal de Ibicuí - PMI,10967.0,4454.0,4547.0,36.64,474.97,474.96,441.18,2221058.84,720396.04,26198.83,65539.11,519997.8,1911598.71,2558009.53,0.0,212804.23
352,"291240,00",Ibipeba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,14776.0,5201.0,5306.0,110.61,760.47,760.46,592.16,2641995.69,674367.43,65050.18,979010.41,707273.19,2967376.33,3659368.42,9213.22,302675.84
353,"291250,00",Ibipitanga,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29125040] Prefeitura Municipal de Ibipitanga - PMI,8210.0,2667.0,2765.0,72.89,354.07,354.07,284.97,1374095.13,408675.86,10519.68,186535.41,465512.29,1364327.36,1615136.99,0.0,132590.52
354,"291260,00",Ibiquera,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29126040] Prefeitura Municipal de Ibiquera - PMI,3292.0,1165.0,1171.0,20.63,115.72,115.72,114.76,604109.74,248248.42,39339.4,232767.61,227805.4,874333.41,971167.44,0.0,56264.94
355,"291270,00",Ibirapitanga,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29127040] Prefeitura Municipal de Ibirapitanga - PMI,14204.0,4901.0,6321.0,37.88,720.44,694.66,496.85,2559739.28,826596.42,82783.89,137361.29,641365.58,2183841.19,2488795.2,0.0,242228.77
356,"291280,00",Ibirapuã,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29128040] Prefeitura Municipal de Ibirapuã - PMIBI,6019.0,2220.0,2261.0,20.29,264.73,264.73,249.6,1336422.36,305366.51,10280.29,101339.85,350185.92,1015949.93,1184203.33,0.0,127681.1
357,"291290,00",Ibirataia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,13418.0,5193.0,5318.0,50.97,606.02,606.02,547.11,2894261.05,785952.86,312716.53,254177.22,708094.01,2576009.89,3032652.15,0.0,272499.99
358,"291300,00",Ibitiara,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29130040] Prefeitura Municipal - PM,3648.0,1180.0,1200.0,36.4,115.01,0.0,119.54,698980.24,301775.58,269.53,136593.66,300766.43,907391.04,1011760.27,0.0,70280.94
359,"291310,00",Ibititá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29131040] Prefeitura Municipal de Ibitita - BAHIA,17113.0,6356.0,6437.0,91.99,915.32,915.32,680.95,3038268.28,1081570.42,89602.32,1566982.88,527388.67,3875833.38,4722197.7,17136.81,307688.87
360,"291320,00",Ibotirama,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,24021.0,8174.0,8404.0,115.47,1373.34,1373.34,919.37,7108133.68,1722616.43,120836.11,206410.91,1144644.26,4556760.76,5886158.54,45407.69,735201.36
361,"291330,00",Ichu,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29133040] Prefeitura Municipal de Ichu - PMI,4914.0,1818.0,1829.0,39.65,338.91,194.46,205.04,818513.62,348982.31,43955.71,114093.63,167111.37,958200.83,1360789.57,12426.14,145349.6
362,"291340,00",Igaporã,BA,"2019,00",[29134011] Serviço Autônomo de Água e Esgoto - SAAE | [29134040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA - BA,10384.0,3555.0,3638.0,65.0,758.15,758.15,524.23,1099206.16,190075.12,13350.09,109740.74,29750.92,365506.35,366506.53,0.0,20589.48
363,"291345,00",Igrapiúna,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29134540] Prefeitura Municipal de Igrapiúna - PMI,4531.0,1561.0,1603.0,7.08,228.04,228.04,158.82,803455.74,267541.5,31487.66,36397.0,344890.56,863608.13,956801.81,0.0,79166.75
364,"291350,00",Iguaí,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,15423.0,5454.0,5579.0,32.36,684.27,684.26,569.16,3011394.73,1048657.55,38530.2,184289.53,526676.86,2391731.17,2824046.67,0.0,292731.13
365,"291360,00",Ilhéus,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,162327.0,48341.0,58813.0,596.56,10456.71,10456.71,6835.86,52532757.39,15175435.01,1227580.85,2966333.0,10795458.66,40848765.48,53533672.1,0.0,5529842.12
366,"291370,00",Inhambupe,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29137011] Prefeitura Municipal de Inhambupe - PMI | [29137040] Secretária de Infraestrutura Serviço Público - SEINFRA,23336.0,7811.0,7939.0,122.12,898.14,0.0,838.5,4343558.94,1388669.92,62784.17,224649.23,710026.13,3273481.04,3823874.18,0.0,449004.51
367,"291380,00",Ipecaetá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,8453.0,2366.0,2640.0,31.92,468.1,468.09,301.31,1504928.16,392242.4,79147.65,361836.97,110926.64,1351596.04,2084717.13,35002.96,208577.64
368,"291390,00",Ipiaú,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29139040] Prefeitura Municipal de Ipiaú - PM,42967.0,14731.0,15606.0,153.62,1927.99,1927.98,1662.33,10348384.35,2939752.14,269021.61,483454.11,2125781.55,7648353.3,10034384.04,0.0,1021843.32
369,"291400,00",Ipirá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29140040] Secretaria de Infraestrutura - SEINFRA,45725.0,16306.0,16574.0,154.37,2101.74,2101.74,1690.97,8944869.92,3420234.06,472450.73,1367554.24,2028300.15,9152937.99,10950629.53,2857.23,888107.34
370,"291410,00",Ipupiara,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29141040] Prefeitura Municipal de Ipupiara - PMI,7669.0,2676.0,2712.0,26.09,290.28,3.79,270.66,1905932.32,990155.22,4640.0,106668.59,436865.82,1968311.33,2256564.25,0.0,182435.38
371,"291420,00",Irajuba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29142040] Prefeitura Municipal de Irajuba - PMI,3984.0,1422.0,1422.0,29.48,0.0,0.0,130.97,590106.9,184868.34,5609.18,255425.57,310494.72,911889.08,1057062.92,0.0,91153.25
372,"291430,00",Iramaia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29143040] Prefeitura Municipal de Iramaia - PMI,5493.0,1943.0,1948.0,47.14,210.15,207.25,192.37,985679.08,402159.9,74129.21,230809.41,453780.11,1437985.25,1654482.21,0.0,94088.34
373,"291440,00",Iraquara,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,8274.0,2752.0,2843.0,41.9,333.59,0.0,298.56,1450213.3,454513.17,4791.6,87826.73,289898.83,1191263.16,1371649.75,0.0,143689.67
374,"291450,00",Irará,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29145011] Prefeitura Municipal de Irará - PMI | [29145040] Prefeitura Municipal de Irará - PMI,29034.0,14754.0,14795.0,242.78,1563.57,0.0,475.4,2180556.48,917872.95,48403.19,517144.92,958555.25,2887996.63,3293790.37,0.0,228918.55
375,"291460,00",Irecê,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29146040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS PÚBLICOS - SISP,72967.0,28138.0,29976.0,408.4,4332.31,4332.31,3222.63,19754378.84,4471498.48,398999.54,6949566.69,4087243.83,19609466.73,24180735.13,75459.2,2148208.72
376,"291465,00",Itabela,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,23875.0,7783.0,8081.0,85.49,992.69,992.68,852.73,3953781.86,825345.43,119116.25,447992.13,965285.13,3285125.43,4242589.22,0.0,423521.5
377,"291470,00",Itaberaba,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29147040] PREFEITURA MUNICIPAL - PMI,64489.0,23251.0,23900.0,243.08,3283.61,3283.61,2498.06,14835233.73,5250976.21,698770.82,918865.31,2699194.03,12479873.13,14779794.17,0.0,1462012.27
378,"291480,00",Itabuna,BA,"2019,00",[29148011] Empresa Municipal de Água e Saneamento Ambiental S/A - EMASA | [29148040] PREFEITURA MUNICIPAL DE ITABUNA - PMI,213110.0,50686.0,68889.0,441.0,19340.0,19340.0,9885.9,51884616.57,18406807.69,7181257.65,6739284.4,3916382.06,39737288.66,59342849.27,0.0,3493556.86
379,"291490,00",Itacaré,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,15963.0,4876.0,5634.0,31.27,918.12,918.12,646.02,6414637.36,1118388.32,73892.82,363367.8,1672700.4,4525066.84,6219001.73,0.0,617314.12
380,"291500,00",Itaeté,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29150040] Prefeitura Municipal de Itaetê - PMI,8601.0,2900.0,2920.0,32.27,374.94,374.94,322.8,1736542.3,833367.4,118325.29,188149.87,398882.14,1875673.83,2048235.4,0.0,161083.35
381,"291510,00",Itagi,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29151011] Prefeitura Municipal de Itagi - PMI | [29151040] SECRETARIA MUNICPAL DE INFRAESTRUTURA - INFRA,9898.0,3832.0,3885.0,23.78,439.49,439.49,398.8,1835332.78,668473.4,25658.87,39306.54,456762.99,1556488.92,1976791.78,0.0,190986.09
382,"291520,00",Itagibá,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29152040] Prefeitura Municipal de Itagibá - PMI,11667.0,4013.0,4112.0,44.2,519.27,519.26,417.91,2618868.17,860512.62,57145.85,122805.83,517055.62,2007324.51,2874794.25,0.0,248619.9
383,"291530,00",Itagimirim,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5362.0,1965.0,2009.0,16.28,259.98,259.98,208.66,1070383.87,277610.11,114771.05,99830.62,502714.82,1235707.8,1418735.21,0.0,104398.01
384,"291535,00",Itaguaçu da Bahia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA | [29153540] Prefeitura Municipal de Itaguaçu da    Bahia - PMIB,6152.0,2021.0,2023.0,35.26,310.66,310.66,230.89,1039354.04,202225.66,27029.58,475997.69,244072.61,1148333.58,1445939.85,5269.08,110021.38
385,"291540,00",Itaju do Colônia,BA,"2019,00",[29274000] Empresa Baiana de Águas e Saneamento S.A. - EMBASA,5562.0,1885.0,1893.0,25.05,268.91,268.91,181.88,1337457.86,584139.91,52119.97,46296.5,552334.72,1566387.3,2201862.19,0.0,128291.8
